name,location,introduce,field,pagenumber
뉴지스탁,"서울 영등포구 의사당대로 83 (여의도동, 오투타워) wowork 여의도 19층","개인투자자를 위한 로보어드바이저, 뉴지스탁! 주식, 재테크, 종목분석, 종목추천, 자동매매.",부동산/프롭테크,161
나우픽,서울시 강남구 역삼동 608-17 B1 ,"24시 즉시배달 온라인몰 나우픽
 도심물류센터를 기반으로 24시간 언제든지 주문 즉시 배달되는 온라인 몰입니다.
 현재 강남구와 서초구 지역 서비스 중입니다","물류,(e)커머스",162
이스터에그,"서울 강남구 강남대로 624, ICT타워 8층 ",,알수없음,163
티엘엑스패스,"경기 성남시 분당구 성남대로 331번길8 1402호(정자동,킨스타워) ","라이프스타일(운동,뷰티,힐링) O2O 멤버십 서비스","헬스케어,(e)커머스",164
스테이션3,서울시 서초구 서초대로 301 동익성봉빌딩 11층 (주)스테이션3 ,대한민국 대표 부동산 O2O 플랫폼 ‘다방’,부동산/프롭테크,165
꿈비,대전 유성구 죽동로 81 에이동 ,"일상의 감동 육아를 함께하는 기업, 꿈꾸는 베이비의 줄임말인 꿈비는 아이와 엄마에게 든든한 조력자가 될 수있도록 먼저 생각하고 안전을 지키며 실용적이고 아름다운 용품을 디자인 합니다.","(e)커머스,물류",166
플랜비,부산 해운대구 센텀서로 30 KNN타워 22층,"신규 전시컨벤션 개발 및 컨설팅, 협력 네트워크 구축 및 행사유치",광고/마케팅,167
오비스스튜디오,"서울 광진구 능동로 17길 34, 2층 ","웹사이트 제작부터 검색 엔진 최적화 및 마케팅(SEO & SEM), 바이럴 마케팅을 비롯한 온라인 마케팅까지 One-stop 서비스를 제공합니다.",광고/마케팅,168
브랜드로스팅, ,,푸드,169
클라우드티,서울특별시 영등포구 국제금융로 78 (여의도동) 홍우빌딩 401호 ,트랜드 흐름에 맞추어 품격있는 차를 편리하게 마실 수 있는 환경을 만들어가고 있습니다.,푸드,171
뱀 컴퍼니 & 302 스튜디오,서울시 강남구 도산대로45길 18-4 지하 ,"사진은 순간의 기록이라고 많이들 이야기합니다. 정말 그랬습니다. 사진이라는 매체의 특성상 소리와 냄새까지 저장되는 것은 아니지만, 그것은 완벽한 기록이었습니다. ‘기록은 기억을 지배한다’는 말처럼, 
 기록한 것은 잊혀지지",콘텐츠,172
주식회사 불도저,"(본사) 대구시 동구 동대구로 467 | (서울본부) 서울시 서초구 서초대로 78길 22, 홍우2빌딩 ",모바일 핀테크 기업,금융/보험/핀테크,173
라이프시맨틱스,"서울 강남구 강남대로 636, 두원빌딩 5층 (신사동) ","병원, 정부, 기업에 흩어진 건강기록 데이터를 개인 중심으로 통합해 질병 예후 예측 알고리즘을 기반으로 다가올 질병에 대비하고 , 질병과 맞닥뜨렸을 때 방황하지 않고 스스로 관리할 수 있는 맞춤 건강관리 플랫폼을 만들어갑","헬스케어,의료/바이오",175
스트롱소다,서울특별시 은평구 서오릉로 41-13 지1층 ,,패션/뷰티,176
둥글, ,"지구는 둥글고 우리는 하나다!
 해외를 나가지 않아도 나와 맞는 외국친구
 를 사귈 수 있는 글로벌 펜팔 서비스",소셜/미디어/커뮤니티,177
허밍랩,서울 중구 필동2가 82-1 ,"좋은 제품으로 모두의 마음에 진정한 휴식을 주는 것, 일상 속에서 휴가를 찾을 수 있도록 도와주는 것, 그로인한 생활로 나를 돌아볼 수 있는 아름다운 시간을 갖게 하는 것, 더 나아가 느린 취미를 갖고 함께 천천히 소비자와 걸어갈 수 있는 브랜드가 되는 것이 'MOLLO'의 목표입니다.","(e)커머스,물류",179
망고슬래브,"경기 성남시 수정구 대왕판교로 815 (시흥동, 판교창조경제밸리) 4층 432호",메모 프린터 네모닉입니다.,제조/하드웨어,180
링크하우스,서울특별시 성동구 성수이로147(아이에스비즈타워) 409호 ,"공간을 좀 더 효율적으로 관리할 수 있는 """"가장쉬운 임대관리 | 홈버튼""""이란 솔루션을 서비스 하고 있습니다.",부동산/프롭테크,181
더핑크퐁컴퍼니,"서울 서초구 명달로 94 (서초동, (주)삼성출판사 사옥) 5층","- 회사: 스마트스터디는 재밌는 고품질의 콘텐츠를 만들고, 높은 기술력을 더해 서비스하는 글로벌 콘텐츠 기업입니다. - 브랜드: <핑크퐁>은 스마트스터디의 대표 유아동 캐릭터 브랜드로, 약 4,000여편의 동요동화 영상",교육,183
온오프믹스,"서울 서초구 강남대로79길 59 (반포동, 새로나 빌딩) 3층 온오프믹스","사람들간의 원활한 소통과 만남을 위해 쉽고 편리하게 모임을 위한 개설, 참여, 정보 등의 모든 서비스를 제공하는 통합 솔루션 입니다.","소셜/미디어/커뮤니티,(e)커머스",184
드라마앤컴퍼니,"서울 강남구 테헤란로 134 (역삼동, 포스코타워 역삼) 5층",종합 비즈니스 플랫폼,"법률/인사/비즈니스,소셜/미디어/커뮤니티",185
아날로그플러스,"경기 성남시 수정구 대왕판교로 815 (시흥동, 판교창조경제밸리) 기업지원허브 431호",Communication Device for Helmet User,제조/하드웨어,187
플레이스 캠프 제주,"제주특별자치도 서귀포시 성산읍 동류암로 20 (고성리, 플레이스호텔) 플레이스 캠프 제주","플레이스에 호텔이라는 적막한 이름은 어울리지 않습니다. 마음껏 웃고, 맛있게 먹고, 활기차게 걷고, 음악을 즐기며, 전혀 새로운 사람을 사귀는 공간.",여행/레저,188
복덕판,서울특별시 서초구 강남대로 373 홍우빌딩 강남 위워크 ,"다주택자와 임대인을 위한 프롭테크 서비스인 '""복덕판'""을 운영",부동산/프롭테크,190
밸런스히어로,"서울 강남구 역삼로 169 팁스타운 S2, 6층 ","인도에서 필수앱으로 자리잡은 '""트루밸런스(TrueBalance, balance는 통화잔액을 의미'"")를 개발 2년이 채 안 된 현재 3천만 다운로드를 넘겼으며, 3억명에 달하는 인도 스마트폰 사용자 시장에서 앱 전체 부문",금융/보험/핀테크,191
매스노트,서울특별시 강남구 역삼동 683-34 새롬빌딩 2층 ,매스노트는 체계적인 커리큘럼과 완벽한 학습 자료로 최단 시간 최대 효과를 이루어냅니다.,교육,192
사람과사람,광주 서구 상무민주로32번길 19-1 ,24시 배달편의점 및 각종심부름까지 모두 가능한 프리미엄서비스업체입니다.,"(e)커머스,물류",193
달콤소프트,"서울시 강남구 언주로 723, 구산빌딩 3층 ",스타 아이돌 IP를 활용한 모바일 리듬액션 게임 개발 및 서비스,게임,194
라이트피플, ,단순하고 뻔한 아이템보다는 특별함을 더하여 시간이 지나도 변하지 않는 가치를 가지는 아이템을 개발하는 작은 스타트업,"(e)커머스,물류",195
모두싸인,"서울 강남구 봉은사로 125 (논현동, 리스트 강남(List Gangnam)) 스파크플러스 신논현점 B211~B217호",법적 효력이 있는 온라인 전자계약 모두싸인. 쉽고 빠르게 전자계약 체결. 전자계약서. 전자계약시스템.,법률/인사/비즈니스,196
프렌트립,서울 성동구 왕십리로 115 헤이그라운드 서울숲점 G703,WE INSPIRE PEOPLE TO EXPERIENCE THE WORLD.,"여행/레저,(e)커머스",197
도빗,서울특별시 강남구 봉은사로26길 22-12 ,"도빗은 유익한 콘텐츠와 미디어 네트워크로 당신의 삶을 보다 윤택하게 만드는 미디어 콘텐츠 기업입니다.
 노하우 정보를 큐레이션 하는 ShareHows 미디어 서비스를 운영하고 있습니다.",콘텐츠,199
밀리의서재,"서울 마포구 상암산로 76 (상암동, YTN 뉴스퀘어) 14층","독서와 무제한 친해지리, 국내 최대 월정액 독서앱, 매월 1천여 권 신규 업데이트. 이병헌이 읽어주는 리딩북. 베스트셀러부터 매거진",콘텐츠,201
카룸,"전북 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) ","수입차 견적 안내 어플로 차종별, 모델별, 제품별 견적을 간단하게 알아보기 좋은 어플",모빌리티,202
화제인,강남구 도산대로 34길 11 지상빌딩 2층 (주)화제인 ,"이야기를 통해서 당신을 더 넓은 세상으로 이끌고, 세상이 당신을 존중하도록 조언합니다. 화제인은 '""이야기 전문가'"" 집단입니다.",광고/마케팅,203
지오코칭,"서울 중구 퇴계로 202 (필동2가, 풍산빌딩) 401호",IT기반 진로/취업 서비스,교육,204
티웨이브,서울특별시 서초구 방배동 479-4 호산빌딩 2층 ,"IT핀테크 서비스, 사용자 중심의 자유로운 금융서비스를 실현하고자 합니다.​",금융/보험/핀테크,205
포스트 핀,"서울특별시 성동구 성수일로4길 52, 지노빌딩 5층 ","포스트핀은 영화후반작업회사로 영화제기술업무 및 영상색보정작업, 영화배급 및 유통을 하고 있으며, 복합문화공간을 운영하고 있습니다.",콘텐츠,206
케어마인드,"서울 종로구 종로 6 (서린동, 광화문우체국) 광화문우체국빌딩 6층 케어마인드","환자 건강 DATA를 활용한 수술 후 비대면 회복 관리 플랫폼, 에포터",헬스케어,207
운칠기삼,경기도 성남시 분당구 운중로233번길 14 ,포스텔러는 오래된 운세 콘텐츠를 모바일과 현대적 감성에 맞게 새롭게 해석한 운세 서비스입니다.,소셜/미디어/커뮤니티,208
트레바리,"서울 종로구 율곡로10길 12 (와룡동, 창덕이십일) 2,3층",독서모임 기반 커뮤니티 서비스,소셜/미디어/커뮤니티,209
어니스트펀드,"서울특별시 영등포구 여의대로 24
 전국경제인연합회회관 21층 ","어니스트펀드는 24시간 어디서든 온라인으로 투자-대출을 경험할 수 있는 대체 금융플랫폼입니다. 금융에 존재하는 모든 불필요한 비용을 고객의 혜택으로 돌리고, 고객이 더 신뢰할 수 있도록 모든 과정을 투명하고 정직하게 바꾸",금융/보험/핀테크,211
엔벨롭스,서울시 중구 퇴계로20길 37 ,"글로벌 신재생에너지 프로젝트 개발 전문회사로 태양광,풍력,바이오매스, 폐기물에너지화등 지속가능한 발전을 위한 프로젝트를 진행합니다.",교육,212
벅시,"서울 강남구 도곡로 160 (도곡동, 다원빌딩) 5층","여행,출장 갈땐 벅시
 공항 오가는 가장 편한 방법 벅시",모빌리티,213
더함,"서울 중구 명동11길 20 (명동1가, 서울YWCA회관) 601호","사회적경제법센터 더함은 사회적경제 영역에서 활동하는 사회적경제 영역의 조직들의 법률문제 해결 및 제도개선 등 생태계 조성에 이바지할 목적으로 설립되어 운영 중입니다. 최초로 그리고 유일하게 사회적경제조직 대상의 법률지원, 입법지원 및 제도개선을 주요 목적사업으로 활동하는 전문 법률가 단체입니다.",부동산/프롭테크,214
텀블벅,"서울 중구 청계천로 100 (수표동, 시그니쳐타워) 시그니쳐타워 9층",모든 사람의 창조적인 시도를 위한 크라우드펀딩 플랫폼.,콘텐츠,215
스마트소셜,"부산 해운대구 수영강변대로 140 (우동, 부산문화콘텐츠컴플렉스) 821호",HR Tech 전문기업,법률/인사/비즈니스,216
솔라즈,"경기 파주시 마무리길 22 (아동동, 장안5차미우아파트) 101-103","우리는 최고의 쇼핑몰을 만든다. 오직 E-커머스만이 솔라즈 샵의 탄생과 존재 이유입니다. 저희의 손을 잡은 고객의 꿈을 이우러드리기 위해 반드시 최고의 것을 만들고, 또 최고가 되게 만드는 일. 그것은 솔라즈가 품은 불변의 소명입니다.","물류,(e)커머스",217
만나컴퍼니, ,직장인 의 건전한 주선을위한 커플매니저 소개팅,여행/레저,218
스튜,"서울시 강남구 테헤란로 423, 9155호 (삼성동 현대 타워) ",,소셜/미디어/커뮤니티,219
데일리펀딩,"서울 강남구 언주로 620 (논현동, 현대인텔렉스) 9층",데일리펀딩은 누구나 편하게 투자하고 모두가 금융 혜택을 누릴 수 있도록 새로운 금융의 시대를 여는 온라인 투자 연계 금융사입니다.,금융/보험/핀테크,221
브레인콜라,"서울 서초구 강남대로 311 (서초동, 한화생명보험빌딩) 1201호", 콘텐츠 산업을 위한 AI와 블록체인 기반 인프라 개발,콘텐츠,222
인터브리드,서울시 강남구 강남대로 464 ,,"광고/마케팅,제조/하드웨어",223
집닥,"서울 강남구 테헤란로 503 (삼성동, 하이브로빌딩) 9층",인테리어&건축 비교견적 중개서비스 전문기업,리빙/라이프스타일,225
더열림,"서울 송파구 법원로9길 26 (문정동, 에이치비지니스파크)  D동 311호","혁신기술로 인간의 슬픔과 고통을 감소 및 해소시켜주는 소셜임팩트를 지향합니다. 외국산이 85%이상 장악하고 있는 국 보청기 시장에서 ""앱으로 셀프청력측정  및 셀프 피팅이 가능한 스마트보청기""를  국산화 하였고 수출도 추진중입니다.",헬스케어,226
미소,"서울 강남구 논현로86길 32 (역삼동, 삼우빌딩) 1층",대한민국 1등 가사도우미,리빙/라이프스타일,227
스마트핀테크,"서울특별시 강남구 학동로 8길 10, 102호(논현동, 은솔빌딩) ",스마트한 P2P 금융플랫폼 서비스,금융/보험/핀테크,228
와이티파트너스,서울시 강남구 영동대로 702(청담동) 화천회관빌딩 4층 ,"""""부동산 투자의 시작과 끝""""
 
 매물등록 및 검색(모든부동산)
 실거래가 제공(모든부동산)
 사무실 임대차, 매매, 자산관리, 리로케이션 서비스 등 오프라인으로 부동산 서비스 제공",부동산/프롭테크,229
세인트시큐리티,서울특별시 구로구 디지털로 30길 28 마리오타워 508호 ,클라우드 기반의 악성코드 분석 플랫폼,통신/보안/데이터/인프라,230
지스퀘어스,"서울 마포구 월드컵북로 1길 26-8, 2층 ","경영컨설팅 사업을 기반으로 HR IT 솔루션 개발사업과 대학사업을 병행하고 있으며, 각 사업영역에 새로운 트렌드의 접근방을 시도하는 혁신기업입니다.",교육,233
위즈페이스,서울 강남구 영동대로82길 9 (대치동) 3층,위즈페이스의 미션은 새로운 기술들을 일상의 분야로 가져오는 것.  1. 작은 기업들의 기술장벽을 없애기 위한 데이터 분석 솔루션 제공  2. 블록체인의 상용화를 돕기 위한 어플리케이션  3. 일반 기업의 블록체인 기술 도입을 위한 손쉬운 개발 환 제공,통신/보안/데이터/인프라,234
